SerialSeq,Serial,Surname,FirstName,MiddleInitMostly,Suffix,RankRole,Unit2011,UnitDesc,UnitMap,Unit2014,Unit2016,Unit2019,Name,Unit2020,MiddleName
6290,6290,Dela Cruz,Nilo,C,,Police Officer,,Southwest Pct,1St W - Frank,,,B251F,,,
6290,6290,Dela Cruz,Nilo,C,,Police Officer,,Southwest Pct,1St W - Frank,B251F,,,,,
6290,6290,Dela Cruz,Nilo,C,,Police Officer,B251F,Southwest Pct 1St W, Frank,,,,,,
6290,6290,Dela Cruz,Nilo,C,,Police Officer,,Southwest Pct 1St W - Frank,,,,,"Dela Cruz, Nilo C",B251F,C
6291,6291,Smith,John,David,,Police Officer,,Comm - Internet And Telephone Rep,,,,C312R,,,
6291,6291,Smith,John,D,,avid Police Officer,,Narc - Proactive Squad A,,,B731A,,,,
6291,6291,Smith,John,D,,avid Police Officer,,North Pct,2Nd W - Pct Support,B122P,,,,,
6291,6291,Smith,John,David,,Police Officer,B122Z,North Pct 2Nd W, Relief Sgts,,,,,,
6291,6291,Smith,John,D,,Police Officer,,Comm - Internet And Telephone Repo~,,,,,"Smith, John David",C312R,David
6293,6293,Renihan,Timothy,W,,Police Officer Detective,,Intell - Organized Crime Squad,,,,B771A,,,
6293,6293,Renihan,Timothy,W,,Police Officer Detective,,Intell - Organized Crime Squad,,,B771,,,,
6293,6293,Renihan,Timothy,W,,Police Officer Detective,,Intell - Organized Crime Unit,,C751,,,,,
6293,6293,Renihan,Timothy,W,,Police Officer Detective,B601B,Organized Crime,,,,,,,
6293,6293,Renihan,Timothy,W,,Police Officer Detective,,Intell - Investigations Squad,,,,,"Renihan, Timothy W",B713A,W
6294,6294,Jones,Kevin,M,,Acting Police Officer Detective,,Evidence - Firearms Specialist Deta,,,,B762F,,,
6294,6294,Jones,Kevin,M,,Police Officer,,East Pct,3Rd W - Charlie,,B243C,,,,
6294,6294,Jones,Kevin,M,,Police Officer,,East Pct,3Rd W - Edward,B243E,,,,,
6294,6294,Jones,Kevin,M,,Police Officer,B243E,East Pct 3Rd W, Edward,,,,,,
6294,6294,Jones,Kevin,M,,Acting Police Officer Detective,,Evidence - Firearms Specialist Det~,,,,,"Jones, Kevin M",B762F,M
6295,6295,Diamond,Jason,M,,Police Sergeant,,Swat - Day Squad,1,,B621A,,,,
6295,6295,Diamond,Jason,M,,Police Sergeant,,Swat - Day Squad,1,,,B621A,,,
6295,6295,Diamond,Jason,M,,Police Sergeant,,East Pct,3Rd W - George,B243G,,,,,
6295,6295,Diamond,Jason,M,,Police Officer,B119B,West Pct Ops, Act Night,,,,,,
6295,6295,Diamond,Jason,M,,Police Sergeant,,Swat - Day Squad 1,,,,,"Diamond, Jason M",B621A,M
6296,6296,Mahoney,Rob,P,,olice Officer,,North Pct,2Nd W - North Beats,,B122A,,,,
6296,6296,Mahoney,Rob,,,Police Officer,,North Pct,2Nd W - North Beats,,,B122A,,,
6296,6296,Mahoney,Rob,P,,olice Officer,,North Pct,2Nd W - John,B122J,,,,,
6296,6296,Mahoney,Rob,,,Police Officer,B122J,North Pct 2Nd W, John,,,,,,
6296,6296,Mahoney,Rob,,,Police Officer,,North Pct 2Nd W - Lincoln,,,,,"Mahoney, Rob",B122L,
6297,6297,Turner,Kenneth,A,Jr,Police Officer,,Harbor - Squad D,,,,B625D,,,
6297,6297,Turner,Kenneth,A,J,r Police Officer,,Harbor - Squad D,,,B625D,,,,
6297,6297,Turner,Kenneth,A,J,r Police Officer,,Harbor - Squad D,,C625D,,,,,
6297,6297,Turner,Kenneth,A,Jr,Police Officer,B625C,Harbor, Squad C,,,,,,
6297,6297,Turner,Kenneth A,J,,Police Officer,,Harbor - Squad D,,,,,"Turner, Kenneth A Jr",B625D,Jr
6298,6298,Keating,Aaron,P,,Acting Police Sergeant,,East Pct Ops - Night Act,,,,B249B,,,
6298,6298,Keating,Aaron,P,,Police Officer,,Swat - Day Squad,2,,B621B,,,,
6298,6298,Keating,Aaron,P,,Police Officer,,Human Resources - Dept Unavail P,,C320X,,,,,
6298,6298,Keating,Aaron,P,,Police Officer,L3621C,Swat, Night Squad 1,,,,,,
6298,6298,Keating,Aaron,P,,Police Sergeant Detective,,Opa - Investigations - Team A,,,,,"Keating, Aaron P",A111A,P
6299,6299,Hunt,Brian,M,,Police Officer,,East Pct,3Rd W - Charlie,,B243C,,,,
6299,6299,Hunt,Brian,M,,Police Officer,,East Pct,3Rd W - Charlie,,,B243C,,,
6299,6299,Hunt,Brian,M,,Police Officer,,East Pct,3Rd W - Edward,B243E,,,,,
6299,6299,Hunt,Brian,M,,Police Officer,B243C,East Pct 3Rd W, Charlie,,,,,,
6299,6299,Hunt,Brian,M,,Police Sergeant,,North Pct 3Rd W - Lincoln,,,,,"Hunt, Brian M",B123L,M
6301,6301,Foley,Tori,C,,Police Officer,,North Pct,1St W - B/N Relief (John),,B121V,,,,
6301,6301,Foley,Tori,C,,Police Officer,,North Pct,1St W - Union,,,B121U,,,
6301,6301,Foley,Tori,C,,Police Officer,,North Pct Ops - Burg/Theft North,,B129D,,,,,
6301,6301,Zimmerman,Tori,C,,Police Officer,B121B,,,,,,,,
6301,6301,Foley,Tori,C,,Police Officer,,North Pct 1St W - Union,,,,,"Foley, Tori C",B121U,C
6303,6303,Garza,Arthur,L,,Police Officer,,East Pct Ops - Cpt,,,B249C,,,,
6303,6303,Garza,Arthur,L,,Police Officer,,East Pct Ops - Cpt,,B249C,,,,,
6303,6303,Garza,Arthur,L,,Police Officer,B249B,East Pct Ops, Night Act,,,,,,
6304,6304,Belshay,Karen,M,,Police Officer,,Southwest Pct,1St W - F/W Relief,,B251T,,,,
6304,6304,Belshay,Karen,M,,Police Officer,,Southwest Pct,1St W - T/Relief Squ,B251T,,,,,
6304,6304,Belshay,Karen,M,,Police Officer,B251F,Southwest Pct 1St W, Frank,,,,,,
6305,6305,Hell,Jane,M,,arie Parking Enfor Officer,,Parking Enforcement - P,12 Squad,,B637L,,,,
6305,6305,Hell,Jane,M,,arie Parking Enfor Officer,,Parking Enforcement - P,9 Squad,C637I,,,,,
6305,6305,Hell,Jane,Marie,,Parking Enfor Officer,B641B,Parking Enforcement, P2 Squad,,,,,,
6306,6306,Hope,Michael,S,,Police Officer,6251W,Southwest Pct 1St W, William,,,,,,
6307,6307,Upton,Nathaniel,L,,Police Lieutenant,,Training - Advanced Unit,,,,C121,,,
6307,6307,Upton,Nathaniel,L,,Police Lieutenant,,West Pct,2Nd W,,B112,,,,
6307,6307,Upton,Nathaniel,L,,Police Sergeant Detective,,Internal Investigations - Squad A,,A111A,,,,,
6307,6307,Upton,Nathaniel,L,,Police Sergeant Detective,Al 10A,Internal Investigations, Squad A,,,,,,
6307,6307,Upton,Nathaniel,L,,Police Lieutenant,,Training - Advanced Unit,,,,,"Upton, Nathaniel L",C121,L
6308,6308,Garth Green,Marc,,,Deputy Chief Of Police,,Deputy Chief - Operations,,,,B000,,,
6308,6308,Garth Green,Marc,P,,olice Lieutenant,,"Robbery, Fugitive And Gang Unit",,,B712,,,,
6308,6308,Garth Green,Marc,P,,olice Lieutenant,,West Pct,3Rd W,B113,,,,,
6308,6308,Garth Green,Marc,,,Police Sergeant,B249B,East Pct Ops, Night Act,,,,,,
6308,6308,Garth Green,Marc,,,Police Lieutenant,,North Pct 3Rd W - Ne,,,,,"Garth Green, Marc",B123,
6310,6310,Williams,Joel,T,,Police Lieutenant,,Hls - Operational Support Unit,,,,B611,,,
6310,6310,Williams,Joel,T,,Police Sergeant,,East Pct,2Nd W - Beats,,B242B,,,,
6310,6310,Williams,Joel,T,,Police Sergeant,,East Pct,2Nd W - T/Relief Squad,B242T,,,,,
6310,6310,Williams,Joel,T,,Police Officer,B190,Special Asgn, Patrol Ops Bureau,,,,,,
6310,6310,Williams,Joel,T,,Police Lieutenant,,Hls - Operational Support Unit,,,,,"Williams, Joel  T",B511,T
6311,6311,Waldorf,Kirk,M,,Acting Police Sergeant,,Swat - Night Squad,2,,,B621D,,,
6311,6311,Waldorf,Kirk,M,,Police Officer,,Swat - Day Squad,1,,B621A,,,,
6311,6311,Waldorf,Kirk,M,,Police Officer,,Canine Squad,,C623C,,,,,
6311,6311,Waldorf,Kirk,M,,Police Officer,B623C,Canine Unit,,,,,,,
6311,6311,Waldorf,Kirk,M,,Police Sergeant,,West Pct 3Rd W - King,,,,,"Waldorf, Kirk  M",B113K,M
6312,6312,Biggs,Kimberly,K,,Police Officer Detective,,Forensics - Crime Scene Investigati,,,,B765,,,
6312,6312,Biggs,Kimberly,K,,Police Officer Detective,,Homicide - Csi Squad,,,B711D,,,,
6312,6312,Biggs,Kimberly,K,,Police Officer Detective,,Csi Squad,,B711D,,,,,
6312,6312,Biggs,Kimberly,K,,Police Officer Detective,�  B711D,Csi Squad,,,,,,,
6312,6312,Biggs,Kimberly,K,,Police Officer Detective,,Forensics - Crime Scene Investigat~,,,,,"Biggs, Kimberly K",B765,K
6313,6313,Mazzuca,Kenneth,B,,Police Officer,,Southwest Pct,2Nd W - William,,B252W,,,,
6313,6313,Mazzuca,Kenneth,B,,Police Officer,,Southwest Pct,2Nd W - William,B252W,,,,,
6313,6313,Mazzuca,Kenneth,B,,Police Officer,B259C,Southwest Pct Ops, Cpt,,,,,,
6314,6314,Mcrae,Craig,J,,Police Officer,,Community Outreach - Youth Violen,,,B051B,,,,
6314,6314,Mcrae,Craig,J,,Police Officer,,Traf - Motorcycle Unit - T,4 Squad,,,B632D,,,
6314,6314,Mcrae,Craig,J,,Police Officer,,School Emphasis Officers,,C381S,,,,,
6314,6314,Mcrae,Craig,J,,Police Officer,B239C,South Pct Ops, Cpt,,,,,,
6314,6314,Mcrae,Craig,J,,Police Officer,,Traf - Motorcycle Unit - T4 Squad,,,,,"Mcrae, Craig J",B632D,J
6316,6316,Hughey,Benjamin,C,,Police Officer Detective,,Gang Squad C,,,,B712I,,,
6316,6316,Hughey,Benjamin,C,,Police Officer,,Gang Squad B,,,B712H,,,,
6316,6316,Hughey,Benjamin,C,,Police Officer,,Gang Squad B,,B712H,,,,,
6316,6316,Hughey,Benjamin,C,,Police Officer,B712H,Gang Squad B,,,,,,,
6316,6316,Hughey,Benjamin,C,,Police Officer Detective,,Gang Squad C,,,,,"Hughey, Benjamin C",B712I,C
6317,6317,Digalis,Theresa,C,,Police Officer,,Comm - Internet And Telephone Rep,,,,C312R,,,
6317,6317,Digalis,Theresa,C,,Police Officer,,North Pct,2Nd W - Lincoln,,B122L,,,,
6317,6317,Digalis,Theresa,C,,Police Officer,,North Pct,2Nd W - Lincoln,B122L,,,,,
6317,6317,Digalis,Theresa,C,,Police Officer,B122L,North Pct 2Nd W, Lincoln,,,,,,
6317,6317,Digalis,Theresa,C,,Police Officer,,Comm - Internet And Telephone Repo~,,,,,"Digalis, Theresa C",C312R,C
6318,6318,Smith,M.,Leslie,,Police Sergeant Detective,,Opa - Investigations - Team B,,,,A112A,,,
6318,6318,Smith,M,L,,eslie Police Sergeant,,Opa - Internal Investigations Intake,7714,,A112A,,,,
6318,6318,Smith,M.,L,,eslie Police Officer Detective,,Sau Squad A,,B722A,,,,,
6318,6318,Smith,Margaret,L,,Police Officer Detective,B722A,Sau Squad A,,,,,,,
6318,6318,Smith,M,L,,Police Sergeant Detective,,Opa - Investigations - Team B,,,,,"Smith, M Leslie",A112A,Leslie
6319,6319,Mccann,Wayne,D,,"Parking Enfor Officer, Spvsr",,Parking Enforcement - P,9 Squad,,B637I,,,,
6319,6319,Mccann,Wayne,D,,"Parking Enfor Officer, Spvsr",,Parking Enforcement - P,9 Squad,,,B637I,,,
6319,6319,Mccann,Wayne,D,,"Parking Enfor Officer, Spvsr",,Parking Enforcement - Training,,C637T,,,,,
6319,6319,Mccann,Wayne,D,,"Parking Enfor Officer, Spvsr",B641,Parking Enforcement Unit,,,,,,,
6319,6319,Mccann,Wayne,D,,"Parking Enfor Officer, Spvsr",,Parking Enforcement - P9 Squad,,,,,"Mccann, Wayne D",B637I,D
6320,6320,Hendry,Matthew,V,,Police Sergeant,,Opa - Investigations - Team B,,,,A112A,,,
6320,6320,Hendry,Matthew,V,,Police Sergeant,,South Pct,2Nd W - R/S Relief,,B232T,,,,
6320,6320,Hendry,Matthew,V,,Police Officer,,Swat - Day Squad,1,C621A,,,,,
6320,6320,Hendry,Matthew,V,,Police Officer,B621C,Swat, Night Squad 1,,,,,,
6320,6320,Hendry,Matthew,V,,Police Sergeant,,Opa - Investigations - Team B,,,,,"Hendry, Matthew V",A112A,V
6321,6321,Branham,Amy,Jean,,Police Officer,,Narc - Proactive Squad C,,,,B731C,,,
6321,6321,Branham,Amy,J,,ean Police Officer,,Narc - Proactive Squad C,,,B731C,,,,
6321,6321,Branham,Amy,J,,ean Police Officer,,Proactive Squad C,,B731C,,,,,
6321,6321,Branham,Amy,Jean,,Police Officer Detective,B731C,Proactive Squad C,,,,,,,
6321,6321,Branham,Amy,J,,Police Officer,,Narc - Proactive Squad C,,,,,"Branham, Amy Jean",B731C,Jean
6322,6322,Topacio,Adonis,L,,Police Officer Detective,,Southwest Pct Ops - Burg/Theft,,,,B259D,,,
6322,6322,Topacio,Adonis,L,,Police Officer,,Burg/Theft/Juv - Southwest Squad,,,B754O,,,,
6322,6322,Topacio,Adonis,L,,Police Officer,,Southwest Pct Ops - Burg/Theft,,B259D,,,,,
6322,6322,Topacio,Adonis,L,,Police Officer,B259D,Southwest Pct Ops, Burg/Theft,,,,,,
6322,6322,Topacio,Adonis,L,,Police Officer Detective,,Southwest Pct Ops - Burg/Theft,,,,,"Topacio, Adonis L",B259D,L
6325,6325,Cook,Samuel,C,,Police Officer,,West Pct Ops - Cpt,,,B119C,,,,
6325,6325,Cook,Samuel,C,,Police Officer,,West Pct Ops - Cpt,,B119C,,,,,
6325,6325,Cook,Samuel,C,,Police Officer,B112D,West Pct 2Nd W, David,,,,,,
6326,6326,Long,Suzanne,T,,Police Officer Detective,,Intell - Mayors Security Detail,,,B772M,,,,
6326,6326,Long,Suzanne,T,,Police Officer Detective,,Dv Squad B - Special Units,,B721B,,,,,
6326,6326,Long,Suzanne,T,,Police Officer Detective,B721B,Dv Squad B, Special Units,,,,,,
6328,6328,Pelczarski,Thomas,R,,Parking Enfor Officer,,Parking Enforcement - P,7 Squad,,B637G,,,,
6328,6328,Pelczarski,Thomas,R,,Parking Enfor Officer,,Parking Enforcement - P,7 Squad,,,B637G,,,
6328,6328,Pelczarski,Thomas,R,,Parking Enfor Officer,,Parking Enforcement - P,7 Squad,C637G,,,,,
6328,6328,Pelczarski,Thomas,R,,Parking Enfor Officer,B641A,Parking Enforcement, P1 Squad,,,,,,
6328,6328,Pelczarski,Thomas,R,,Parking Enfor Officer,,Parking Enforcement - P7 Squad,,,,,"Pelczarski, Thomas R",B637G,R
6331,6331,Sinn,Andre,E,,Police Officer,,Hr - Recruitment,,,,A810D,,,
6331,6331,Sinn,Andre,E,,Police Officer,,Hr - Recruitment,,,C021D,,,,
6331,6331,Sinn,Andre,E,,Acting Police Sergeant,,Recruitment,,C321D,,,,,
6331,6331,Sinn,Andre,E,,Police Officer,C321D,Recruitment,,,,,,,
6331,6331,Sinn,Andre,E,,Acting Police Officer Detective,,Hr - Recruitment,,,,,"Sinn, Andre E",A810D,E
6332,6332,House,Gerald,L,,Police Officer,,East Pct Ops - Cpt,,B249C,,,,,
6332,6332,House,Gerald,L,,Police Officer,6249C,East Pot Ops    Cpt,,,,,,,
6334,6334,Thomas,Brian,M,,Police Officer,,North Pct,1St W - Union,,B121U,,,,
6334,6334,Thomas,Brian,M,,Police Officer,,North Pct,1St W - Union,,,B121U,,,
6334,6334,Thomas,Brian,M,,Police Officer,,North Pct,1St W - Nora,B121N,,,,,
6334,6334,Thomas,Brian,M,,Police Officer,B121N,North Pct 1St W, Nora,,,,,,
6334,6334,Thomas,Brian,M,,Police Officer,,North Pct 1St W - Union,,,,,"Thomas, Brian M",B121U,M
6335,6335,Clark,Carma,G,,Police Officer Detective,,Tactical Crime Analysis Squad,,,,B777A,,,
6335,6335,Clark,Carma,G,,Police Officer,,Crime Analysis Unit - Analysts,,,C371A,,,,
6335,6335,Clark,Carma,G,,Police Officer,,Crime Analysis Squad,,C371A,,,,,
6335,6335,Clark,Carma,G,,Police Officer Detective,C3216,Background Investigations,,,,,,,
6335,6335,Clark,Carma,G,,Police Officer Detective,,Intell - Tactical Crime Analysis S~,,,,,"Clark, Carma G",B713D,G
6336,6336,Harris,Martin,J,,Police Officer,,West Pct,2Nd W - David,,B112D,,,,
6336,6336,Harris,Martin,J,,Police Officer,,West Pct,2Nd W - Queen,,,B112Q,,,
6336,6336,Harris,Martin,J,,Police Officer,,West Pct,2Nd W - David,B112D,,,,,
6336,6336,Harris,Martin,J,,Police Officer,B112D,West Pct 2Nd W, David,,,,,,
6336,6336,Harris,Martin,J,,Police Officer,,West Pct 2Nd W - Queen,,,,,"Harris, Martin J",B112Q,J
6337,6337,Hylton,Ronald,C,,hrist_Jr Police Officer,,Southwest Pct,2Nd W - William,,B252W,,,,
6337,6337,Hylton,Ronald,Christ,Jr,Police Sergeant,,Southwest Pct,2Nd W - Southwest,,,B252A,,,
6337,6337,Hylton,Ronald,C,,hrist_Jr Police Officer,,West Pct,2Nd W - Mary Beats,B112C,,,,,
6337,6337,Hylton,Ronald,Christ Jr,,Police Officer,B252F,Southwest Pet 2Nd W, Frank,,,,,,
6337,6337,Hylton,Ronald Christ,J,,Police Sergeant,,Hr - Department Unavailable Person~,,,,,"Hylton, Ronald Christ Jr",A810X,Jr
6338,6338,Huber,Jonathon,D,,Police Officer,,Training - Learning Management Sy,,,,C125C,,,
6338,6338,Huber,Jonathon,D,,Police Officer,,Training - Compliance And Lms,,,C125C,,,,
6338,6338,Huber,Jonathon,D,,Police Officer,,Compliance And E Learning,,A561C,,,,,
6338,6338,Huber,Jonathon,D,,Police Officer,B631D,Dui Squad,,,,,,,
6338,6338,Huber,Jonathon,D,,Police Officer,,Training - Learning Management Sys~,,,,,"Huber, Jonathon D",C125C,D
6339,6339,Maxwell,Randy,L,,Police Officer,,Hls - Special Event Planning/Spoc (,,,,B611S,,,
6339,6339,Maxwell,Randy,L,,Police Officer,,North Pct Ops - Act Day,,,B129A,,,,
6339,6339,Maxwell,Randy,L,,Police Officer,,North Pct Ops - Act Day,,B129A,,,,,
6339,6339,Maxwell,Randy,L,,Police Officer,B129B,North Pct Ops, Act Night,,,,,,
6339,6339,Maxwell,Randy,L,,Police Officer,,Hls - Special Event Planning/Spoc ~,,,,,"Maxwell, Randy L",B511S,L
6341,6341,Mulder,Shandra,L,,Parking Enfor Officer,,Parking Enforcement - P,3 Squad,,B637C,,,,
6341,6341,Mulder,Shandra,L,,Parking Enfor Officer,,Parking Enforcement - P,8 Squad,,,B637H,,,
6341,6341,Mulder,Shandra,L,,Parking Enfor Officer,,Parking Enforcement - P,12 Squad,C637L,,,,,
6341,6341,Mulder,Shandra,L,,Parking Enfor Officer,5641G,Parking Enforcement, P7 Squad,,,,,,
6341,6341,Mulder,Shandra,L,,Parking Enfor Officer,,Parking Enforcement - P8 Squad,,,,,"Mulder, Shandra L",B637H,L
6342,6342,Ness,Brehon,J,,Police Officer,,Swat - Day Squad,1,,B621A,,,,
6342,6342,Ness,Brehon,J,,Police Officer,,Swat - Day Squad,1,,,B621A,,,
6342,6342,Ness,Brehon,J,,Police Officer,,Swat - Night Squad,1,C621C,,,,,
6342,6342,Ness,Brehon,J,,Police Officer,B621 D,Swat, Night Squad 2,,,,,,
6342,6342,Ness,Brehon,J,,Police Officer,,Swat - Day Squad 1,,,,,"Ness, Brehon J",B621A,J
6346,6346,Sharp,Jeffrey,L,,Police Officer,,Gang Squad B,,,,B712H,,,
6346,6346,Sharp,Jeffrey,L,,Police Officer,,Gang Squad B,,,B712H,,,,
6346,6346,Sharp,Jeffrey,L,,Police Officer,,North Pct Ops - Act Day,,B129A,,,,,
6346,6346,Sharp,Jeffrey,L,,Police Officer,B129B,North Pct Ops, Act Night,,,,,,
6346,6346,Sharp,Jeffrey,L,,Police Officer,,Gang Squad B,,,,,"Sharp, Jeffrey L",B712H,L
6347,6347,Simmons,Cory,M,,Police Sergeant,,North Pct,1St W - Lincoln,,B121L,,,,
6347,6347,Simmons,Cory,M,,Police Sergeant,,North Pct,1St W - Lincoln,,,B121L,,,
6347,6347,Simmons,Cory,M,,Police Officer,,West Pct,1St W - King/Queen,B111K,,,,,
6347,6347,Simmons,Cory,M,,Police Officer,B111K,West Pct 1St W, King,,,,,,
6347,6347,Simmons,Cory,M,,Police Sergeant,,North Pct Ops - Cpt,,,,,"Simmons, Cory M",B129C,M
6349,6349,Velliquette,John,W,Jr,Police Officer,,Traf - Collision Investigation,,,,B631T,,,
6349,6349,Velliquette,John,W,J,r Police Officer,,Traf - Pm Enforcement,,,B631P,,,,
6349,6349,Velliquette,John,W,J,r Police Officer,,Human Resources - Dept Unavail P,,C320X,,,,,
6349,6349,Velliquette,John,W,Jr,Police Officer,B631D,Dui Squad,,,,,,,
6349,6349,Velliquette,John W,J,,Police Officer,,Hr - Department Unavailable Person~,,,,,"Velliquette, John W Jr",A810X,Jr
6351,6351,Washington,Maurice,,,Police Officer Detective,,Vice - General Investigations Squad,,,,B781A,,,
6351,6351,Washington,Maurice,P,,olice Officer Detective,,Cci - Vice General Investigations Sq,,,B751A,,,,
6351,6351,Washington,Maurice,P,,olice Officer,,Vice General Investigations Squad,,B751A,,,,,
6351,6351,Washington,Maurice,,,Police Officer,B239B,South Pct Ops, Night Act,,,,,,
6351,6351,Washington,Maurice,,,Police Officer Detective,,Vice - General Investigations Squa~,,,,,"Washington, Maurice",B781A,
6352,6352,Williams,Tomeka,S,,Police Officer,B051P,Community Outreach, Special Pm,,,,,,
6353,6353,Lanz,Michael,P,,Police Officer,,North Pct Ops - Cpt,,,,B129C,,,
6353,6353,Lanz,Michael,P,,Police Officer,,North Pct Ops - Cpt,,,B129C,,,,
6353,6353,Lanz,Michael,P,,Police Officer,,North Pct,3Rd W - Union,B123U,,,,,
6353,6353,Lanz,Michael,P,,Police Officer,6123U,North Pct 3Rd W, Union,,,,,,
6353,6353,Lanz,Michael,P,,Police Officer,,North Pct Ops - Cpt,,,,,"Lanz, Michael P",B129C,P
6354,6354,Beemster,Therese,Louise,,Police Sergeant Detective,,Opa - Investigations - Team A,,,,A111A,,,
6354,6354,Beemster,Therese,L,,ouise Police Sergeant,,North Pct,2Nd W - Nora,,B122N,,,,
6354,6354,Beemster,Therese,L,,ouise Police Sergeant,,North Pct,2Nd W - Nora,B122N,,,,,
6354,6354,Beemster,Therese,Louise,,Police Officer,B112Z,West Pct 2Nd W, Relief Sgts,,,,,,
6354,6354,Beemster,Therese,L,,Police Sergeant Detective,,Opa - Investigations - Team A,,,,,"Beemster, Therese Louise",A111A,Louise
6355,6355,Walter,Katrina,K,,Police Officer,,East Pct,1St W - E/G Relief (Charli,,B241T,,,,
6355,6355,Walter,Katrina,K,,Police Officer,,East Pct,1St W - E/G Relief (Charli,,,B241T,,,
6355,6355,Walter,Katrina,K,,Police Officer,,East Pct,1St W - Edward,B241E,,,,,
6355,6355,Walter,Katrina,K,,Police Officer,B241E,East Pct 1St W, Edward,,,,,,
6355,6355,Walter,Katrina,K,,Police Officer,,East Pct 1St W - E/G Relief (Charl~,,,,,"Walter, Katrina K",B241T,K
6358,6358,Hockett,David,T,,Police Sergeant,,West Pct,3Rd W - Mary,,B113M,,,,
6358,6358,Hockett,David,T,,Police Sergeant,,West Pct,3Rd W - Mary,,,B113M,,,
6358,6358,Hockett,David,T,,Police Sergeant,,West Pct,3Rd W - Mary,B113M,,,,,
6358,6358,Hackett,David,T,,Police Officer,B119C,West Pct Ops, Cpt,,,,,,
6358,6358,Hockett,David,T,,Police Sergeant,,West Pct 3Rd W - Mary,,,,,"Hockett, David T",B113M,T
6362,6362,Mclaughlin,Chad,L,,Police Officer,,West Pct Ops - Cpt,,,,B119C,,,
6362,6362,Mclaughlin,Chad,L,,Police Officer,,West Pct Ops - Mounted Patrol,,,B119M,,,,
6362,6362,Mclaughlin,Chad,L,,Police Officer,,West Pct Ops - Cpt,,B119C,,,,,
6362,6362,Mclaughlin,Chad,L,,Police Officer,B119C,West Pct Ops, Cot,,,,,,
6362,6362,Mclaughlin,Chad,L,,Police Officer,,West Pct Ops - Burg/Theft,,,,,"Mclaughlin, Chad L",B119D,L
6363,6363,Quinonez,Manuel,I,,ii Police Officer Detective,,Auto Theft,,,B752B,,,,
6363,6363,Quinonez,Manuel,I,,ii Police Officer Detective,,Auto Theft,,B752B,,,,,
6363,6363,Quinonez,Manuel,Iii,,Police Officer Detective,B752B,Auto Theft,,,,,,,
6364,6364,Nelson,Richard,E,,Police Officer,,Training - Advanced - Squad B,,,C121B,,,,
6364,6364,Nelson,Richard,E,,Police Officer,,Swat - Day Squad,2,,,B621B,,,
6364,6364,Nelson,Richard,E,,Police Officer,,Swat - Day Squad,2,C621B,,,,,
6364,6364,Nelson,Richard,E,,Police Officer,B621A,Swat, Day Squad 1,,,,,,
6364,6364,Nelson,Richard,E,,Police Officer,,Swat - Day Squad 2,,,,,"Nelson, Richard E",B621B,E
6365,6365,Marlow,Robert,L,,Police Officer,,West Pct,2Nd W - Mary,,B112M,,,,
6365,6365,Marlow,Robert,L,,Police Officer,,West Pct,2Nd W - Mary,B112M,,,,,
6365,6365,Marlow,Robert,L,,Police Officer,B112M,West Pct 2Nd W, Mary,,,,,,
6366,6366,Hall,Christopher,G,,Police Sergeant Detective,,Hr - Human Resources - Dept Unava,,,C020X,,,,
6366,6366,Hall,Christopher,G,,Police Sergeant Detective,,West Pct Ops - Burg/Theft West,,B119D,,,,,
6366,6366,Hall,Christopher,G,,Police Sergeant,B113K,West Pct 3Rd W, King,,,,,,
6370,6370,Bonet,Michael,E,,Police Officer,,Swat - Night Squad,2,,B621D,,,,
6370,6370,Bonet,Michael,E,,Police Officer,,Swat - Night Squad,2,,,B621D,,,
6370,6370,Bonet,Michael,E,,Police Officer,,Swat - Night Squad,2,C621D,,,,,
6370,6370,Bonet,Michael,E,,Police Officer,B2330,South Pct 3Rd W, Ocean,,,,,,
6370,6370,Bonet,Michael,E,,Police Officer,,Swat - Night Squad 2,,,,,"Bonet, Michael E",B621D,E
6371,6371,Bunge,David,J,,Police Officer,,Coo - Special Assignment,,,,C000S,,,
6371,6371,Bunge,David,J,,Police Officer,,Systems Sustainment,,,C371S,,,,
6371,6371,Bunge,David,J,,Police Officer,,Comm - Sustainment,,C310S,,,,,
6371,6371,Bunge,David,J,,Police Officer,C300S,Sustainment,,,,,,,
6371,6371,Bunge,David,J,,Police Officer,,Coo - Special Assignment,,,,,"Bunge, David J",C000S,J
6378,6378,Grinstead,Mark,A,,Police Sergeant Detective,,Forensics - Crime Scene Investigati,,,,B765,,,
6378,6378,Grinstead,Mark,A,,Police Sergeant Detective,,Hr - Human Resources - Dept Unava,,,C020X,,,,
6378,6378,Grinstead,Mark,A,,Acting Police Sergeant,,West Pct,3Rd W - King,B113K,,,,,
6378,6378,Grinstead,Mark,A,,Police Officer,B112A,West Pat 2Nd W, David Beats,,,,,,
6378,6378,Grinstead,Mark,A,,Police Sergeant Detective,,Forensics - Crime Scene Investigat~,,,,,"Grinstead, Mark A",B765,A
6380,6380,Lee,Pablo,D,,Police Officer,,Traf - Pm Enforcement,,,,B631P,,,
6380,6380,Lee,Pablo,D,,Police Officer,,Hls - Spoc,,,B611S,,,,
6380,6380,Lee,Pablo,D,,Police Officer,,Spoc,,C711S,,,,,
6380,6380,Lee,Pablo,D,,Police Officer,6611S,Spoc,,,,,,,
6380,6380,Lee,Pablo,D,,Police Officer,,Traf - Pm Enforcement,,,,,"Lee, Pablo D",B631P,D
